# Consumer OID demand matrix -- plan row F3(b).
# Consumer: etherscope-nxg
# Capture window (UTC): 2026-09-06T01:14:11Z .. 2026-09-06T07:06:25Z
# SNMP request datagrams to udp/161: 514504
# ... on a pack VLAN and a mapped pack address: 390198
# ... on a non-pack VLAN (lab infrastructure): 82337
# ... on a pack VLAN but an unmapped address: 10771 across 515 addresses
# ... undecodable as an SNMP request: 0
# Regenerate:
#   NIAC_ROLE_MAP_OUT=roles.tsv go test ./internal/scenario -run TestWritePackDeviceRoles
#   python3 scripts/extract-oid-demand.py --pcap <capture> --roles roles.tsv --out <this file>
pack	role	pdu	oid	requests
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.13	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.14	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.16	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.106.1.2.1.1.3	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.134.1.1.1	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.134.1.1.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.134.1.2.1.1.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.134.1.2.1.1.3	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.225.1.4.1.1.1	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11.2.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11.4.4	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11.6.6	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.11.8.8	18
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3.2.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3.4.4	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3.6.6	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.3.8.8	18
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4.2.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4.4.4	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4.6.6	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.4.8.8	18
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5.2.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5.4.4	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5.6.6	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.5.8.8	18
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.2.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.4.4	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.6.6	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.8.8	18
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7.2.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7.4.4	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7.6.6	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.7.8.8	18
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8.2.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8.4.4	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8.6.6	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.8.8.8	18
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9.2.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9.4.4	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9.6.6	72
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.23.1.2.1.1.9.8.8	18
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.25.1.1.1.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.272.1.1.1.1.1.1	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.387.1.1.1.1.1	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.388.1.2.1.1.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.388.1.2.2.1.1	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.388.1.2.2.1.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.388.1.3.1.1.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.2.1.1.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.18	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.3	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.3.1.1.4	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.11	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.13	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.14	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.23	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.24	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.25	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.3	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.5	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.46.1.6.1.1.6	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.68.1.2.1.1.3	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.68.1.2.2.1.2	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.68.1.5.1.1.1	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.87.1.4.1.1.37	90
hospital	switch	getbulk	.1.3.6.1.4.1.9.9.98.1.1.1.1.8	90
hospital	switch	getnext	.1.0.8802.1.1.1.1.1	90
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.5	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.5.0.1.1	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.5.0.2.2	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.7	2
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.7.0.1.1	2
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.7.0.2.2	2
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.7.0.3.3	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.7.0.4.4	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.7.0.5.5	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.7.0.6.6	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.7.0.7.7	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.9	2
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.9.0.1.1	2
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.9.0.2.2	2
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.9.0.3.3	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.9.0.4.4	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.9.0.5.5	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.9.0.6.6	1
hospital	switch	getnext	.1.0.8802.1.1.2.1.4.1.1.9.0.7.7	1
hospital	switch	getnext	.1.3.6.1.2.1.1.1	180
hospital	switch	getnext	.1.3.6.1.2.1.1.2	90
hospital	switch	getnext	.1.3.6.1.2.1.10.7.2	90
hospital	switch	getnext	.1.3.6.1.2.1.16.1	90
hospital	switch	getnext	.1.3.6.1.2.1.16.11	90
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.1	90
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2	2
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2.1	2
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2.10	1
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2.2	2
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2.3	2
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2.4	2
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2.5	2
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2.6	2
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2.7	1
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2.8	1
hospital	switch	getnext	.1.3.6.1.2.1.17.1.4.1.2.9	1
hospital	switch	getnext	.1.3.6.1.2.1.17.2	90
hospital	switch	getnext	.1.3.6.1.2.1.17.2.15.1.1	90
hospital	switch	getnext	.1.3.6.1.2.1.17.3	90
hospital	switch	getnext	.1.3.6.1.2.1.17.4	90
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.0.0.12.51.5.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.0.0.12.51.5.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.0.0.12.51.6.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.0.0.12.51.8.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.0.0.12.51.8.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.0.0.12.51.8.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.0.0.12.51.8.4	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.0.0.12.51.8.5	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.0.0.151.51.9.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.0.1.227.51.9.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.1.88.66.228.51.9.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2	93
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.11.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.11.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.4.1	2
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.4.2	2
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.5.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.5.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.6.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.7.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.7.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.8.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.8.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.8.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.8.4	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.12.51.8.5	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.151.51.10.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.151.51.10.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.151.51.10.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.151.51.10.4	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.151.51.10.5	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.151.51.10.6	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.0.151.51.9.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.0.1.227.51.9.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.2.88.66.228.51.9.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.0.0.12.51.5.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.0.0.12.51.5.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.0.0.12.51.6.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.0.0.12.51.8.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.0.0.12.51.8.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.0.0.12.51.8.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.0.0.12.51.8.4	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.0.0.12.51.8.5	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.0.0.151.51.9.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.0.1.227.51.9.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.4.3.1.3.88.66.228.51.9.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2	92
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.200.0.0.12.51.4.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.200.0.0.12.51.4.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.200.0.0.12.51.5.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.200.0.0.12.51.5.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.200.0.0.12.51.8.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.200.0.0.12.51.8.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.200.0.0.12.51.8.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.200.0.0.12.51.8.4	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.200.0.0.12.51.8.5	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.210.0.0.151.51.10.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.210.0.0.151.51.9.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.210.0.1.227.51.9.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.210.88.66.228.51.9.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.240.0.0.12.51.11.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.240.0.0.151.51.10.4	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.2.240.0.0.151.51.10.6	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3.200.0.0.12.51.5.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3.200.0.0.12.51.5.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3.200.0.0.12.51.8.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3.200.0.0.12.51.8.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3.200.0.0.12.51.8.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3.200.0.0.12.51.8.4	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3.200.0.0.12.51.8.5	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3.210.0.0.151.51.9.1	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3.210.0.1.227.51.9.3	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.2.2.1.3.210.88.66.228.51.9.2	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1	2
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1.1	2
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1.10	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1.2	2
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1.3	2
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1.4	2
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1.5	2
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1.6	2
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1.7	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1.8	1
hospital	switch	getnext	.1.3.6.1.2.1.17.7.1.4.5.1.1.9	1
hospital	switch	getnext	.1.3.6.1.2.1.2.1	90
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2	2
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.1	2
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.10	1
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.11	1
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.2	2
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.3	2
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.4	2
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.5	2
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.6	2
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.7	2
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.8	1
hospital	switch	getnext	.1.3.6.1.2.1.2.2.1.2.9	1
hospital	switch	getnext	.1.3.6.1.2.1.25.1.1	90
hospital	switch	getnext	.1.3.6.1.2.1.26.2.1.1	90
hospital	switch	getnext	.1.3.6.1.2.1.31.1.1	90
hospital	switch	getnext	.1.3.6.1.2.1.4.22.1.2	3
hospital	switch	getnext	.1.3.6.1.2.1.43	90
hospital	switch	getnext	.1.3.6.1.2.1.47.1.1.1.1.4	90
hospital	switch	getnext	.1.3.6.1.2.1.47.1.3.2.1.2	90
hospital	switch	getnext	.1.3.6.1.4.1.9.5.1.4.1.1.11	90
hospital	switch	getnext	.1.3.6.1.4.1.9.9.156.1	90
hospital	switch	getnext	.1.3.6.1.4.1.9.9.23.1.2.1.1.6	1
hospital	switch	getnext	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.1.1	1
hospital	switch	getnext	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.2.2	1
hospital	switch	getnext	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.3.3	1
hospital	switch	getnext	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.4.4	1
hospital	switch	getnext	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.5.5	1
hospital	switch	getnext	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.6.6	1
hospital	switch	getnext	.1.3.6.1.4.1.9.9.23.1.2.1.1.6.7.7	1
hospital	switch	getnext	.1.3.6.1.4.1.9.9.244.1.2.1.1.2	90
hospital	switch	getnext	.1.3.6.1.4.1.9.9.276.1.5.1.1.1	180
hospital	switch	getnext	.1.3.6.1.4.1.9.9.387.1.1.1.1.1	90
hospital	switch	getnext	.1.3.6.1.4.1.9.9.48.1.1.1.2	90
hospital	switch	getnext	.1.3.6.1.4.1.9.9.68.1.2.2.1.2	90
hospital	switch	getnext	.1.3.6.1.4.1.9.9.710	90
manufacturing	access-point	get	.1.3.6.1.2.1.1.1.0	336
manufacturing	access-point	get	.1.3.6.1.2.1.1.2.0	336
manufacturing	access-point	get	.1.3.6.1.2.1.1.3.0	336
manufacturing	access-point	get	.1.3.6.1.2.1.1.4.0	336
manufacturing	access-point	get	.1.3.6.1.2.1.1.5.0	336
manufacturing	access-point	get	.1.3.6.1.2.1.1.6.0	336
manufacturing	access-point	get	.1.3.6.1.2.1.17.1.1	205
manufacturing	access-point	get	.1.3.6.1.2.1.4.1.0	205
manufacturing	access-point	get	.1.3.6.1.2.1.4.21.1.7.0.0.0.0	205
manufacturing	access-point	get	.1.3.6.1.2.1.67.1.1.1.1.1	205
manufacturing	access-point	get	.1.3.6.1.4.1.14179.1.1.1.10.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.14179.1.1.1.14.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.14179.1.1.1.18.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.14179.1.1.1.3.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.14179.1.1.1.4.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.14823.2.2.1.2.1.1.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.14823.2.2.1.2.1.3.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.25053.1.1.2.1.1.1.1.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.25053.1.1.2.1.1.1.2.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.6876.1.1.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.6876.1.2.0	205
manufacturing	access-point	get	.1.3.6.1.4.1.6876.1.4.0	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.1.1.2.1.1.1	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.1.1.2.1.1.6	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.3.7.1.2	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.3.7.1.3	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.3.7.1.4	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.4.1.1.12	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.4.1.1.4	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.4.1.1.5	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.4.1.1.6	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.4.1.1.7	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.4.1.1.8	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.4.1.1.9	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.4.2.1.3	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.1.1.3	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.1	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.2	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.3	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.4	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.5	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.6	205
manufacturing	access-point	getbulk	.1.0.8802.1.1.2.1.5.4795.1.3.3.1.7	205
manufacturing	access-point	getbulk	.1.2.840.10006.300.43.1.2.1.1.13	205
manufacturing	access-point	getbulk	.1.2.840.10036.1.1.1.11	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.10.7.2.1.13	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.10.7.2.1.19	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.17.1.4.1.2	410
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.2.3	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.3	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.3.3	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.4	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.4.3	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.5	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.5.3	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.6	410
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.6.3	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.8	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.2.2.1.8.3	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.31.1.1.1.1	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.31.1.1.1.15	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.31.1.1.1.18	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.31.1.1.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.31.1.1.1.9	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.4.20.1.1	410
manufacturing	access-point	getbulk	.1.3.6.1.2.1.4.20.1.2	410
manufacturing	access-point	getbulk	.1.3.6.1.2.1.4.20.1.3	410
manufacturing	access-point	getbulk	.1.3.6.1.2.1.47.1.1.1.1.10	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.47.1.1.1.1.11	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.47.1.1.1.1.12	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.47.1.1.1.1.13	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.47.1.1.1.1.15	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.47.1.1.1.1.5	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.47.1.1.1.1.8	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.47.1.1.1.1.9	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.68.1.3.1.2	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.68.1.3.1.5	205
manufacturing	access-point	getbulk	.1.3.6.1.2.1.68.1.3.1.7	205
